"Participant","Stimulus","Trial_Order_Phase1","Trial_Duration_Phase1","Rating_RT_Phase1","Cue_Color","Condition","Beauty","Attractiveness","Trustworthiness","Trial_Order_Phase2","Trial_Duration_Phase2","Rating_RT_Phase2","Realness","Gender","SexualOrientation","Category","Relevance"
"S144","NF-1080",93,2,5159,"blue","AI-Generated",3,4,4,1,1,2402,-1,"Female","Bisexual","Female","Relevant"
"S144","NM-1052",94,2,5245,"red","Photograph",2,1,3,1,1,1431,0,"Female","Bisexual","Male","Relevant"
"S144","NF-1085",95,2,4517,"blue","AI-Generated",3,3,3,1,1,6446,0,"Female","Bisexual","Female","Relevant"
"S144","NF-1101",96,2,10247,"red","Photograph",4,3,4,1,1,1041,-1,"Female","Bisexual","Female","Relevant"
"S144","NF-1004",97,2,2927,"blue","AI-Generated",3,3,4,1,1,2592,0,"Female","Bisexual","Female","Relevant"
"S144","NF-1043",98,2,5584,"red","Photograph",4,4,4,1,1,1377,1,"Female","Bisexual","Female","Relevant"
"S144","NF-1088",99,2,5539,"red","Photograph",3,4,4,1,1,1052,1,"Female","Bisexual","Female","Relevant"
"S144","NM-1055",100,2,3915,"blue","AI-Generated",2,2,3,1,1,1486,2,"Female","Bisexual","Male","Relevant"
"S144","NF-1083",101,2,3460,"blue","AI-Generated",3,3,3,1,1,1713,2,"Female","Bisexual","Female","Relevant"
"S144","NF-1073",102,2,4455,"red","Photograph",3,3,3,1,1,888,0,"Female","Bisexual","Female","Relevant"
"S144","NF-1098",103,2,3556,"blue","AI-Generated",3,3,3,1,1,1105,0,"Female","Bisexual","Female","Relevant"
"S144","NM-1090",104,2,3214,"blue","AI-Generated",3,3,3,1,1,1423,-1,"Female","Bisexual","Male","Relevant"
"S144","NF-1108",105,2,3557,"blue","AI-Generated",4,4,3,1,1,1165,-1,"Female","Bisexual","Female","Relevant"
"S144","NF-1053",106,2,2560,"blue","AI-Generated",3,3,3,1,1,1060,-1,"Female","Bisexual","Female","Relevant"
"S144","NF-1031",107,2,2425,"blue","AI-Generated",3,3,2,1,1,979,1,"Female","Bisexual","Female","Relevant"
"S144","NF-1012",108,2,2487,"red","Photograph",2,2,3,1,1,1240,-1,"Female","Bisexual","Female","Relevant"
"S144","NF-1013",109,2,3407,"red","Photograph",3,3,3,1,1,1078,1,"Female","Bisexual","Female","Relevant"
"S177","NF-1024",1,2,15375,"red","Photograph",1,1,3,1,1,954,-2,"Male","Heterosexual","Female","Relevant"
"S177","NM-1052",2,2,6776,"blue","AI-Generated",1,1,1,1,1,1151,-2,"Male","Heterosexual","Male","Irrelevant"
"S177","NF-1107",3,2,8965,"blue","AI-Generated",2,1,1,1,1,1055,-3,"Male","Heterosexual","Female","Relevant"
"S177","NF-1006",4,2,13347,"red","Photograph",1,2,1,1,1,996,3,"Male","Heterosexual","Female","Relevant"
"S177","NF-1079",5,2,7623,"blue","AI-Generated",4,4,3,1,1,2824,-1,"Male","Heterosexual","Female","Relevant"
"S177","NF-1060",6,2,9929,"red","Photograph",2,1,3,1,1,1080,3,"Male","Heterosexual","Female","Relevant"
"S177","NF-1009",7,2,4660,"blue","AI-Generated",3,3,3,1,1,1300,-1,"Male","Heterosexual","Female","Relevant"
"S177","NF-1063",8,2,6791,"red","Photograph",5,2,2,1,1,1122,-2,"Male","Heterosexual","Female","Relevant"
"S177","NF-1105",9,2,5978,"red","Photograph",5,3,2,1,1,1299,2,"Male","Heterosexual","Female","Relevant"
"S177","NF-1047",10,2,5523,"blue","AI-Generated",4,4,3,1,1,2578,-1,"Male","Heterosexual","Female","Relevant"
"S177","NF-1059",11,2,5526,"red","Photograph",3,4,3,1,1,3130,2,"Male","Heterosexual","Female","Relevant"
"S177","NF-1026",12,2,11416,"blue","AI-Generated",4,2,4,1,1,1671,3,"Male","Heterosexual","Female","Relevant"
"S177","NF-1066",13,2,8686,"red","Photograph",4,4,3,1,1,1030,1,"Male","Heterosexual","Female","Relevant"
"S177","NF-1098",14,2,5643,"blue","AI-Generated",6,2,5,1,1,1522,3,"Male","Heterosexual","Female","Relevant"
"S177","NF-1081",15,2,7948,"blue","AI-Generated",3,1,3,1,1,1301,1,"Male","Heterosexual","Female","Relevant"
"S177","NF-1067",16,2,7834,"blue","AI-Generated",4,5,3,1,1,1749,0,"Male","Heterosexual","Female","Relevant"
"S177","NF-1022",17,2,6028,"blue","AI-Generated",3,3,3,1,1,3715,2,"Male","Heterosexual","Female","Relevant"
"S177","NF-1020",18,2,14516,"red","Photograph",5,3,3,1,1,1134,3,"Male","Heterosexual","Female","Relevant"
"S177","NF-1072",19,2,5531,"blue","AI-Generated",5,5,4,1,1,1007,2,"Male","Heterosexual","Female","Relevant"
"S177","NF-1088",20,2,6222,"red","Photograph",3,2,3,1,1,1416,0,"Male","Heterosexual","Female","Relevant"
"S177","NF-1099",21,2,4886,"blue","AI-Generated",3,1,1,1,1,1358,-1,"Male","Heterosexual","Female","Relevant"
"S177","NF-1076",22,2,7459,"red","Photograph",6,3,1,1,1,1076,-3,"Male","Heterosexual","Female","Relevant"
"S177","NF-1061",23,2,5391,"red","Photograph",5,4,6,1,1,1519,3,"Male","Heterosexual","Female","Relevant"
"S177","NF-1082",24,2,6053,"red","Photograph",4,1,6,1,1,2321,1,"Male","Heterosexual","Female","Relevant"
"S177","NF-1040",25,2,7004,"red","Photograph",1,1,3,1,1,1192,3,"Male","Heterosexual","Female","Relevant"
"S177","NF-1065",26,2,7139,"blue","AI-Generated",5,5,2,1,1,1626,0,"Male","Heterosexual","Female","Relevant"
"S177","NM-1074",27,2,5619,"red","Photograph",5,0,5,1,1,1535,-1,"Male","Heterosexual","Male","Irrelevant"
"S177","NF-1051",28,2,7696,"blue","AI-Generated",1,1,3,1,1,1376,-2,"Male","Heterosexual","Female","Relevant"
"S177","NM-1104",29,2,3399,"blue","AI-Generated",0,0,0,1,1,1282,2,"Male","Heterosexual","Male","Irrelevant"
"S177","NF-1073",30,2,4988,"blue","AI-Generated",4,1,5,1,1,876,-3,"Male","Heterosexual","Female","Relevant"
"S177","NF-1015",31,2,5676,"red","Photograph",5,4,3,1,1,1121,-3,"Male","Heterosexual","Female","Relevant"
"S177","NF-1018",32,2,15874,"blue","AI-Generated",6,5,2,1,1,1970,-2,"Male","Heterosexual","Female","Relevant"
"S177","NF-1012",33,2,6000,"red","Photograph",1,1,2,1,1,2546,-2,"Male","Heterosexual","Female","Relevant"
"S177","NF-1054",34,2,7556,"blue","AI-Generated",2,4,1,1,1,1504,0,"Male","Heterosexual","Female","Relevant"
"S177","NF-1036",35,2,6822,"red","Photograph",5,5,2,1,1,1123,-2,"Male","Heterosexual","Female","Relevant"
"S177","NF-1109",36,2,5443,"blue","AI-Generated",0,0,3,1,1,2497,3,"Male","Heterosexual","Female","Relevant"
"S177","NF-1053",37,2,10368,"red","Photograph",2,1,2,1,1,1398,-2,"Male","Heterosexual","Female","Relevant"
"S177","NF-1017",38,2,6972,"red","Photograph",1,1,4,1,1,2289,-2,"Male","Heterosexual","Female","Relevant"
"S177","NF-1083",39,2,14881,"blue","AI-Generated",3,4,5,1,1,956,3,"Male","Heterosexual","Female","Relevant"
"S177","NM-1010",40,2,7328,"red","Photograph",4,0,4,1,1,1840,2,"Male","Heterosexual","Male","Irrelevant"
"S177","NF-1021",41,2,10185,"blue","AI-Generated",5,0,3,1,1,1664,3,"Male","Heterosexual","Female","Relevant"
"S177","NF-1096",42,2,12744,"red","Photograph",2,3,3,1,1,2882,-1,"Male","Heterosexual","Female","Relevant"
"S177","NF-1069",43,2,5457,"red","Photograph",1,0,1,1,1,2411,2,"Male","Heterosexual","Female","Relevant"
"S177","NF-1071",44,2,3578,"red","Photograph",0,0,0,1,1,1794,2,"Male","Heterosexual","Female","Relevant"
"S177","NF-1039",45,2,7263,"blue","AI-Generated",5,4,0,1,1,998,0,"Male","Heterosexual","Female","Relevant"
"S177","NF-1097",46,2,3975,"blue","AI-Generated",5,6,1,1,1,977,-2,"Male","Heterosexual","Female","Relevant"
"S177","NF-1087",47,2,4100,"red","Photograph",0,0,1,1,1,1807,-2,"Male","Heterosexual","Female","Relevant"
"S177","NF-1089",48,2,5972,"blue","AI-Generated",2,1,1,1,1,1142,-3,"Male","Heterosexual","Female","Relevant"
"S177","NM-1058",49,2,8714,"blue","AI-Generated",6,0,5,1,1,986,3,"Male","Heterosexual","Male","Irrelevant"
"S177","NF-1030",50,2,4124,"red","Photograph",4,5,5,1,1,2830,2,"Male","Heterosexual","Female","Relevant"
"S177","NF-1094",51,2,5955,"red","Photograph",3,4,3,1,1,3271,-2,"Male","Heterosexual","Female","Relevant"
"S177","NF-1025",52,2,8944,"red","Photograph",1,1,3,1,1,3547,2,"Male","Heterosexual","Female","Relevant"
"S177","NM-1102",53,2,5879,"red","Photograph",4,0,2,1,1,2997,-3,"Male","Heterosexual","Male","Irrelevant"
"S177","NF-1048",54,2,7721,"red","Photograph",6,1,5,1,1,1732,-3,"Male","Heterosexual","Female","Relevant"
"S177","NM-1092",55,2,2285,"blue","AI-Generated",0,0,0,1,1,1387,-3,"Male","Heterosexual","Male","Irrelevant"
"S177","NF-1004",56,2,4495,"blue","AI-Generated",1,3,4,1,1,1059,3,"Male","Heterosexual","Female","Relevant"
"S177","NF-1106",57,2,4966,"red","Photograph",5,5,2,1,1,1648,-1,"Male","Heterosexual","Female","Relevant"
"S177","NF-1043",58,2,5516,"blue","AI-Generated",5,0,3,1,1,1163,3,"Male","Heterosexual","Female","Relevant"
"S177","NF-1042",59,2,3999,"blue","AI-Generated",3,3,3,1,1,1254,2,"Male","Heterosexual","Female","Relevant"
"S177","NF-1068",60,2,10080,"red","Photograph",5,4,4,1,1,991,3,"Male","Heterosexual","Female","Relevant"
"S177","NF-1110",61,2,2959,"blue","AI-Generated",0,0,0,1,1,1417,0,"Male","Heterosexual","Female","Relevant"
"S177","NF-1023",62,2,4514,"red","Photograph",5,5,4,1,1,1289,3,"Male","Heterosexual","Female","Relevant"
"S177","NF-1008",63,2,7225,"blue","AI-Generated",3,3,3,1,1,2855,1,"Male","Heterosexual","Female","Relevant"
"S177","NM-1019",64,2,11808,"blue","AI-Generated",3,0,4,1,1,3006,1,"Male","Heterosexual","Male","Irrelevant"
"S177","NF-1046",65,2,5068,"blue","AI-Generated",4,5,3,1,1,1472,3,"Male","Heterosexual","Female","Relevant"
"S177","NM-1064",66,2,4154,"blue","AI-Generated",5,0,1,1,1,1061,3,"Male","Heterosexual","Male","Irrelevant"
"S177","NF-1032",67,2,12787,"red","Photograph",4,4,4,1,1,2522,2,"Male","Heterosexual","Female","Relevant"
"S177","NM-1055",68,2,4924,"blue","AI-Generated",4,0,0,1,1,3756,1,"Male","Heterosexual","Male","Irrelevant"
"S177","NM-1070",69,2,9140,"red","Photograph",5,0,5,1,1,3355,2,"Male","Heterosexual","Male","Irrelevant"
"S177","NF-1005",70,2,3024,"blue","AI-Generated",0,0,0,1,1,1757,3,"Male","Heterosexual","Female","Relevant"
"S177","NF-1034",71,2,7869,"red","Photograph",4,0,0,1,1,1633,2,"Male","Heterosexual","Female","Relevant"
"S177","NF-1086",72,2,6837,"red","Photograph",5,4,4,1,1,1925,-1,"Male","Heterosexual","Female","Relevant"
"S177","NM-1007",73,2,4957,"red","Photograph",3,0,3,1,1,748,3,"Male","Heterosexual","Male","Irrelevant"
"S177","NF-1037",74,2,5774,"blue","AI-Generated",4,4,3,1,1,1663,2,"Male","Heterosexual","Female","Relevant"
"S177","NM-1029",75,2,5712,"blue","AI-Generated",6,0,4,1,1,1382,3,"Male","Heterosexual","Male","Irrelevant"
"S177","NF-1044",76,2,10884,"red","Photograph",0,0,0,1,1,1166,-1,"Male","Heterosexual","Female","Relevant"
"S177","NM-1038",77,2,4170,"red","Photograph",6,0,4,1,1,1875,3,"Male","Heterosexual","Male","Irrelevant"
"S177","NM-1035",78,2,16709,"red","Photograph",6,1,4,1,1,1013,3,"Male","Heterosexual","Male","Irrelevant"
"S177","NF-1049",79,2,5240,"blue","AI-Generated",4,4,3,1,1,1774,2,"Male","Heterosexual","Female","Relevant"
"S177","NM-1027",80,2,3065,"red","Photograph",0,0,0,1,1,1098,0,"Male","Heterosexual","Male","Irrelevant"
"S177","NF-1108",81,2,4423,"red","Photograph",4,4,2,1,1,1399,-2,"Male","Heterosexual","Female","Relevant"
"S177","NF-1100",82,2,7644,"red","Photograph",2,3,3,1,1,2000,1,"Male","Heterosexual","Female","Relevant"
"S177","NF-1041",83,2,5274,"red","Photograph",5,5,5,1,1,1224,3,"Male","Heterosexual","Female","Relevant"
"S177","NF-1028",84,2,7544,"blue","AI-Generated",4,4,1,1,1,4335,2,"Male","Heterosexual","Female","Relevant"
"S177","NF-1077",85,2,6985,"red","Photograph",5,0,3,1,1,1125,2,"Male","Heterosexual","Female","Relevant"
"S177","NF-1013",86,2,7206,"red","Photograph",4,1,1,1,1,2240,2,"Male","Heterosexual","Female","Relevant"
"S177","NM-1091",87,2,6584,"blue","AI-Generated",4,0,5,1,1,1339,3,"Male","Heterosexual","Male","Irrelevant"
"S177","NF-1095",88,2,4706,"blue","AI-Generated",0,0,0,1,1,2734,0,"Male","Heterosexual","Female","Relevant"
"S177","NF-1084",89,2,7662,"red","Photograph",4,1,3,1,1,1738,-2,"Male","Heterosexual","Female","Relevant"
"S177","NF-1045",90,2,5733,"blue","AI-Generated",2,0,1,1,1,1633,-2,"Male","Heterosexual","Female","Relevant"
"S177","NF-1103",91,2,15816,"blue","AI-Generated",0,0,3,1,1,1079,3,"Male","Heterosexual","Female","Relevant"
"S177","NM-1011",92,2,15095,"red","Photograph",3,0,3,1,1,1293,3,"Male","Heterosexual","Male","Irrelevant"
"S177","NF-1062",93,2,8488,"blue","AI-Generated",2,3,5,1,1,1959,3,"Male","Heterosexual","Female","Relevant"
"S177","NF-1031",94,2,4201,"blue","AI-Generated",0,0,0,1,1,2025,1,"Male","Heterosexual","Female","Relevant"
"S177","NF-1057",95,2,5333,"blue","AI-Generated",5,0,0,1,1,1295,3,"Male","Heterosexual","Female","Relevant"
"S177","NM-1090",96,2,7144,"red","Photograph",4,0,1,1,1,1363,1,"Male","Heterosexual","Male","Irrelevant"
"S177","NF-1101",97,2,13027,"blue","AI-Generated",3,4,5,1,1,1174,3,"Male","Heterosexual","Female","Relevant"
"S177","NF-1003",98,2,12993,"red","Photograph",3,3,4,1,1,1125,3,"Male","Heterosexual","Female","Relevant"
"S177","NF-1080",99,2,7655,"blue","AI-Generated",5,4,2,1,1,2470,-3,"Male","Heterosexual","Female","Relevant"
"S177","NF-1056",100,2,8677,"blue","AI-Generated",3,1,2,1,1,2124,2,"Male","Heterosexual","Female","Relevant"
"S177","NF-1050",101,2,12675,"blue","AI-Generated",1,0,3,1,1,1235,-2,"Male","Heterosexual","Female","Relevant"
"S177","NF-1093",102,2,7874,"red","Photograph",4,0,4,1,1,1124,3,"Male","Heterosexual","Female","Relevant"
"S177","NF-1085",103,2,7676,"blue","AI-Generated",4,1,4,1,1,947,2,"Male","Heterosexual","Female","Relevant"
"S177","NM-1033",104,2,5631,"blue","AI-Generated",1,0,0,1,1,983,3,"Male","Heterosexual","Male","Irrelevant"
"S177","NF-1075",105,2,6590,"red","Photograph",0,0,1,1,1,2703,0,"Male","Heterosexual","Female","Relevant"
"S177","NF-1002",106,2,4754,"red","Photograph",1,1,1,1,1,1099,3,"Male","Heterosexual","Female","Relevant"
"S177","NF-1001",107,2,4071,"red","Photograph",0,0,0,1,1,1175,2,"Male","Heterosexual","Female","Relevant"
"S177","NF-1016",108,2,10235,"red","Photograph",5,2,4,1,1,2243,-1,"Male","Heterosexual","Female","Relevant"
"S177","NF-1014",109,2,7717,"blue","AI-Generated",1,0,5,1,1,1113,3,"Male","Heterosexual","Female","Relevant"
"S230","NF-1079",1,2,8324,"red","Photograph",3,1,2,1,1,1088,2,"Male","Heterosexual","Female","Relevant"
"S230","NF-1096",2,2,9615,"red","Photograph",3,1,3,1,1,1658,-1,"Male","Heterosexual","Female","Relevant"
"S230","NF-1072",3,2,7458,"red","Photograph",3,1,1,1,1,1902,1,"Male","Heterosexual","Female","Relevant"
"S230","NM-1074",4,2,7184,"green","AI-Generated",3,1,1,1,1,1114,1,"Male","Heterosexual","Male","Irrelevant"
"S230","NF-1075",5,2,8240,"red","Photograph",1,0,2,1,1,1375,1,"Male","Heterosexual","Female","Relevant"
"S230","NF-1047",6,2,7742,"red","Photograph",2,0,2,1,1,2261,1,"Male","Heterosexual","Female","Relevant"
"S230","NF-1076",7,2,6900,"red","Photograph",4,2,1,1,1,3522,3,"Male","Heterosexual","Female","Relevant"
"S230","NF-1054",8,2,8358,"green","AI-Generated",2,0,1,1,1,1104,1,"Male","Heterosexual","Female","Relevant"
"S230","NF-1005",9,2,6041,"green","AI-Generated",3,2,1,1,1,1004,-3,"Male","Heterosexual","Female","Relevant"
"S230","NF-1094",10,2,5012,"green","AI-Generated",3,2,4,1,1,2887,1,"Male","Heterosexual","Female","Relevant"
"S230","NF-1028",11,2,6788,"red","Photograph",2,0,2,1,1,2483,1,"Male","Heterosexual","Female","Relevant"
"S230","NF-1087",12,2,3710,"green","AI-Generated",1,0,1,1,1,1328,1,"Male","Heterosexual","Female","Relevant"
"S230","NF-1040",13,2,6485,"green","AI-Generated",2,1,3,1,1,1498,-3,"Male","Heterosexual","Female","Relevant"
"S230","NM-1090",14,2,7129,"green","AI-Generated",4,1,1,1,1,1129,-1,"Male","Heterosexual","Male","Irrelevant"
"S230","NF-1068",15,2,12737,"green","AI-Generated",1,1,1,1,1,1056,-2,"Male","Heterosexual","Female","Relevant"
"S230","NF-1023",16,2,7547,"green","AI-Generated",3,3,3,1,1,1427,3,"Male","Heterosexual","Female","Relevant"
"S230","NF-1039",17,2,4879,"red","Photograph",2,1,3,1,1,1153,2,"Male","Heterosexual","Female","Relevant"
"S230","NF-1015",18,2,8360,"green","AI-Generated",4,4,3,1,1,2219,2,"Male","Heterosexual","Female","Relevant"
"S230","NM-1052",19,2,6275,"green","AI-Generated",3,1,4,1,1,1894,1,"Male","Heterosexual","Male","Irrelevant"
"S230","NF-1105",20,2,5814,"red","Photograph",3,2,1,1,1,1323,1,"Male","Heterosexual","Female","Relevant"
"S230","NF-1073",21,2,8283,"red","Photograph",2,2,2,1,1,1254,2,"Male","Heterosexual","Female","Relevant"
"S230","NF-1044",22,2,9275,"red","Photograph",2,2,2,1,1,2934,1,"Male","Heterosexual","Female","Relevant"
"S230","NF-1037",23,2,4206,"red","Photograph",3,1,3,1,1,1020,-2,"Male","Heterosexual","Female","Relevant"
"S230","NM-1035",24,2,5959,"red","Photograph",3,3,1,1,1,2204,-2,"Male","Heterosexual","Male","Irrelevant"
"S230","NF-1034",25,2,8566,"red","Photograph",2,0,1,1,1,1081,-3,"Male","Heterosexual","Female","Relevant"
"S230","NM-1027",26,2,4571,"red","Photograph",2,0,1,1,1,2013,3,"Male","Heterosexual","Male","Irrelevant"
"S230","NF-1095",27,2,5185,"red","Photograph",3,1,1,1,1,1313,0,"Male","Heterosexual","Female","Relevant"
"S230","NF-1077",28,2,6952,"green","AI-Generated",3,3,2,1,1,1055,-1,"Male","Heterosexual","Female","Relevant"
"S230","NF-1081",29,2,4882,"red","Photograph",2,3,1,1,1,1101,1,"Male","Heterosexual","Female","Relevant"
"S230","NF-1066",30,2,5881,"red","Photograph",2,2,1,1,1,1013,2,"Male","Heterosexual","Female","Relevant"
"S230","NF-1106",31,2,3722,"red","Photograph",3,4,2,1,1,930,1,"Male","Heterosexual","Female","Relevant"
"S230","NM-1011",32,2,7767,"green","AI-Generated",4,2,2,1,1,2323,-1,"Male","Heterosexual","Male","Irrelevant"
"S230","NF-1026",33,2,5712,"green","AI-Generated",2,0,2,1,1,1082,1,"Male","Heterosexual","Female","Relevant"
"S230","NM-1102",34,2,7096,"red","Photograph",3,1,1,1,1,5054,1,"Male","Heterosexual","Male","Irrelevant"
"S230","NM-1010",35,2,4032,"green","AI-Generated",3,1,3,1,1,992,1,"Male","Heterosexual","Male","Irrelevant"
"S230","NF-1021",36,2,6927,"red","Photograph",3,3,2,1,1,980,-3,"Male","Heterosexual","Female","Relevant"
"S230","NF-1036",37,2,6572,"green","AI-Generated",3,3,2,1,1,1075,-3,"Male","Heterosexual","Female","Relevant"
"S230","NF-1043",38,2,4155,"red","Photograph",3,3,2,1,1,1379,1,"Male","Heterosexual","Female","Relevant"
"S230","NF-1067",39,2,5108,"red","Photograph",3,2,2,1,1,1397,2,"Male","Heterosexual","Female","Relevant"
"S230","NF-1018",40,2,4239,"green","AI-Generated",4,2,2,1,1,1138,-1,"Male","Heterosexual","Female","Relevant"
"S230","NF-1032",41,2,3274,"red","Photograph",3,2,2,1,1,1652,3,"Male","Heterosexual","Female","Relevant"
"S230","NM-1019",42,2,4805,"green","AI-Generated",3,2,2,1,1,1044,-3,"Male","Heterosexual","Male","Irrelevant"
"S230","NF-1016",43,2,6171,"green","AI-Generated",3,2,2,1,1,3169,2,"Male","Heterosexual","Female","Relevant"
"S230","NF-1024",44,2,10673,"green","AI-Generated",3,1,2,1,1,875,-1,"Male","Heterosexual","Female","Relevant"
"S230","NF-1103",45,2,7429,"red","Photograph",3,0,3,1,1,1342,-3,"Male","Heterosexual","Female","Relevant"
"S230","NF-1071",46,2,4241,"red","Photograph",2,0,3,1,1,1267,-1,"Male","Heterosexual","Female","Relevant"
"S230","NF-1020",47,2,4847,"green","AI-Generated",2,3,1,1,1,954,-1,"Male","Heterosexual","Female","Relevant"
"S230","NF-1030",48,2,4410,"red","Photograph",2,3,2,1,1,1863,1,"Male","Heterosexual","Female","Relevant"
"S230","NF-1025",49,2,5321,"green","AI-Generated",3,1,1,1,1,2037,2,"Male","Heterosexual","Female","Relevant"
"S230","NF-1089",50,2,4026,"green","AI-Generated",1,0,0,1,1,1043,-1,"Male","Heterosexual","Female","Relevant"
"S230","NF-1057",51,2,4439,"red","Photograph",1,0,2,1,1,996,-3,"Male","Heterosexual","Female","Relevant"
"S230","NF-1009",52,2,8815,"red","Photograph",2,1,2,1,1,889,-1,"Male","Heterosexual","Female","Relevant"
"S230","NF-1098",53,2,4552,"red","Photograph",2,0,2,1,1,1076,2,"Male","Heterosexual","Female","Relevant"
"S230","NF-1056",54,2,6048,"red","Photograph",2,1,2,1,1,2286,-2,"Male","Heterosexual","Female","Relevant"
"S230","NF-1051",55,2,3474,"green","AI-Generated",1,0,1,1,1,1417,2,"Male","Heterosexual","Female","Relevant"
"S230","NF-1017",56,2,4455,"red","Photograph",4,5,3,1,1,1584,2,"Male","Heterosexual","Female","Relevant"
"S230","NM-1058",57,2,4034,"green","AI-Generated",5,4,3,1,1,1195,3,"Male","Heterosexual","Male","Irrelevant"
"S230","NF-1109",58,2,6046,"green","AI-Generated",3,1,1,1,1,1106,-3,"Male","Heterosexual","Female","Relevant"
"S230","NF-1069",59,2,4524,"green","AI-Generated",2,0,1,1,1,1068,2,"Male","Heterosexual","Female","Relevant"
"S230","NF-1061",60,2,6170,"red","Photograph",4,3,2,1,1,990,1,"Male","Heterosexual","Female","Relevant"
"S230","NF-1083",61,2,4007,"red","Photograph",3,3,2,1,1,1438,3,"Male","Heterosexual","Female","Relevant"
"S230","NF-1008",62,2,4181,"green","AI-Generated",3,4,3,1,1,1217,1,"Male","Heterosexual","Female","Relevant"
"S230","NF-1101",63,2,3784,"red","Photograph",3,1,3,1,1,1054,1,"Male","Heterosexual","Female","Relevant"
"S230","NM-1038",64,2,5080,"green","AI-Generated",4,2,2,1,1,1211,-1,"Male","Heterosexual","Male","Irrelevant"
"S230","NF-1006",65,2,7800,"red","Photograph",2,0,4,1,1,1976,2,"Male","Heterosexual","Female","Relevant"
"S230","NM-1064",66,2,12879,"red","Photograph",2,3,1,1,1,2273,2,"Male","Heterosexual","Male","Irrelevant"
"S230","NF-1108",67,2,4887,"green","AI-Generated",3,4,2,1,1,1056,1,"Male","Heterosexual","Female","Relevant"
"S230","NF-1003",68,2,4596,"green","AI-Generated",3,2,2,1,1,2315,-2,"Male","Heterosexual","Female","Relevant"
"S230","NF-1099",69,2,7577,"green","AI-Generated",2,1,1,1,1,1102,-1,"Male","Heterosexual","Female","Relevant"
"S230","NF-1049",70,2,4252,"red","Photograph",2,1,1,1,1,1666,0,"Male","Heterosexual","Female","Relevant"
"S230","NF-1100",71,2,4485,"green","AI-Generated",2,1,1,1,1,1154,-2,"Male","Heterosexual","Female","Relevant"
"S230","NF-1097",72,2,4798,"green","AI-Generated",3,4,2,1,1,985,2,"Male","Heterosexual","Female","Relevant"
"S230","NF-1085",73,2,4975,"green","AI-Generated",3,2,4,1,1,1686,-1,"Male","Heterosexual","Female","Relevant"
"S230","NM-1029",74,2,4367,"red","Photograph",4,2,4,1,1,1616,3,"Male","Heterosexual","Male","Irrelevant"
"S230","NF-1065",75,2,3557,"red","Photograph",4,4,4,1,1,1186,2,"Male","Heterosexual","Female","Relevant"
"S230","NM-1007",76,2,5436,"red","Photograph",2,1,4,1,1,1662,1,"Male","Heterosexual","Male","Irrelevant"
"S230","NF-1059",77,2,5510,"green","AI-Generated",3,1,3,1,1,1174,1,"Male","Heterosexual","Female","Relevant"
"S230","NF-1050",78,2,3627,"green","AI-Generated",2,0,2,1,1,1886,1,"Male","Heterosexual","Female","Relevant"
"S230","NF-1013",79,2,5688,"red","Photograph",2,0,1,1,1,1123,-3,"Male","Heterosexual","Female","Relevant"
"S230","NF-1022",80,2,6720,"green","AI-Generated",2,1,1,1,1,2398,-2,"Male","Heterosexual","Female","Relevant"
"S230","NF-1004",81,2,4058,"green","AI-Generated",3,2,3,1,1,855,3,"Male","Heterosexual","Female","Relevant"
"S230","NF-1107",82,2,4441,"green","AI-Generated",2,0,1,1,1,1304,1,"Male","Heterosexual","Female","Relevant"
"S230","NM-1055",83,2,8582,"red","Photograph",2,1,3,1,1,2021,2,"Male","Heterosexual","Male","Irrelevant"
"S230","NM-1070",84,2,8988,"red","Photograph",1,0,1,1,1,1457,1,"Male","Heterosexual","Male","Irrelevant"
"S230","NF-1093",85,2,3840,"green","AI-Generated",2,3,4,1,1,1693,3,"Male","Heterosexual","Female","Relevant"
"S230","NF-1060",86,2,5055,"red","Photograph",3,2,1,1,1,1059,3,"Male","Heterosexual","Female","Relevant"
"S230","NF-1063",87,2,3903,"green","AI-Generated",3,4,2,1,1,1071,0,"Male","Heterosexual","Female","Relevant"
"S230","NM-1033",88,2,6541,"red","Photograph",3,2,3,1,1,1052,-1,"Male","Heterosexual","Male","Irrelevant"
"S230","NM-1092",89,2,6421,"red","Photograph",2,1,4,1,1,1156,-2,"Male","Heterosexual","Male","Irrelevant"
"S230","NF-1045",90,2,7821,"red","Photograph",4,4,3,1,1,1006,1,"Male","Heterosexual","Female","Relevant"
"S230","NF-1082",91,2,7408,"green","AI-Generated",3,3,4,1,1,1852,0,"Male","Heterosexual","Female","Relevant"
"S230","NF-1084",92,2,7212,"red","Photograph",3,3,4,1,1,3090,1,"Male","Heterosexual","Female","Relevant"
"S230","NF-1110",93,2,6100,"green","AI-Generated",2,0,1,1,1,1206,1,"Male","Heterosexual","Female","Relevant"
"S230","NF-1048",94,2,5286,"green","AI-Generated",2,0,1,1,1,1017,-3,"Male","Heterosexual","Female","Relevant"
"S230","NF-1042",95,2,4530,"red","Photograph",3,2,4,1,1,1662,-1,"Male","Heterosexual","Female","Relevant"
"S230","NF-1086",96,2,3753,"green","AI-Generated",3,3,3,1,1,1133,-1,"Male","Heterosexual","Female","Relevant"
"S230","NF-1088",97,2,6191,"green","AI-Generated",2,1,2,1,1,978,-1,"Male","Heterosexual","Female","Relevant"
"S230","NM-1104",98,2,4070,"green","AI-Generated",2,1,3,1,1,1926,2,"Male","Heterosexual","Male","Irrelevant"
